code,disc_date,disc_time,disc_no,doc_type,per_type,fy_end,equity,np_forecast,shares_out
1972,2021-09-30,14:30:00,20210929404318,EarnForecastRevision,FY,2022-03-31,,,
1972,2021-10-29,14:30:00,20211029420172,2QFinancialStatements_NonConsolidated_JP,2Q,2022-03-31,20143000000,1220000000,3960000
1972,2022-01-28,14:30:00,20220128574533,3QFinancialStatements_NonConsolidated_JP,3Q,2022-03-31,20587000000,1500000000,3960000
1972,2022-04-27,14:30:00,20220427529022,FYFinancialStatements_NonConsolidated_JP,FY,2022-03-31,21119000000,1700000000,3960000
1972,2022-07-28,14:30:00,20220728506377,1QFinancialStatements_NonConsolidated_JP,1Q,2023-03-31,20683000000,1700000000,3960000
1972,2022-10-28,14:30:00,20221028551667,2QFinancialStatements_NonConsolidated_JP,2Q,2023-03-31,21471000000,1990000000,3960000
1972,2023-01-27,14:30:00,20230126594375,3QFinancialStatements_NonConsolidated_JP,3Q,2023-03-31,22260000000,1990000000,3960000
1972,2023-04-27,14:30:00,20230427554359,FYFinancialStatements_NonConsolidated_JP,FY,2023-03-31,22990000000,2380000000,3960000
1972,2023-07-31,16:30:00,20230728529753,1QFinancialStatements_NonConsolidated_JP,1Q,2024-03-31,22205000000,2380000000,3960000
1972,2023-10-27,14:30:00,20231026572525,2QFinancialStatements_NonConsolidated_JP,2Q,2024-03-31,23432000000,2380000000,3960000
1972,2024-01-26,14:30:00,20240124518829,3QFinancialStatements_NonConsolidated_JP,3Q,2024-03-31,24096000000,2590000000,3960000
1972,2024-01-26,14:30:00,20240124518830,EarnForecastRevision,FY,2024-03-31,,,
1972,2024-04-26,14:30:00,20240426577859,FYFinancialStatements_NonConsolidated_JP,FY,2024-03-31,24963000000,2460000000,3960000
1972,2024-07-26,14:30:00,20240725554590,1QFinancialStatements_NonConsolidated_JP,1Q,2025-03-31,24198000000,2460000000,3960000
1972,2024-10-28,14:30:00,20241025502563,2QFinancialStatements_NonConsolidated_JP,2Q,2025-03-31,25292000000,2460000000,3960000
1972,2025-01-30,15:00:00,20250129557101,EarnForecastRevision,FY,2025-03-31,,,
1972,2025-01-30,15:00:00,20250129557123,3QFinancialStatements_NonConsolidated_JP,3Q,2025-03-31,26171000000,2700000000,3960000
1972,2025-01-30,15:00:00,20250129557252,DividendForecastRevision,FY,2025-03-31,,,
1972,2025-04-25,15:00:00,20250424522515,FYFinancialStatements_NonConsolidated_JP,FY,2025-03-31,27103000000,2660000000,3960000
1972,2025-05-28,14:00:00,20250528568656,DividendForecastRevision,FY,2026-03-31,,,
1972,2025-06-27,14:00:00,20250626500488,DividendForecastRevision,FY,2026-03-31,,,
1972,2025-07-25,15:00:00,20250725520195,1QFinancialStatements_NonConsolidated_JP,1Q,2026-03-31,25860000000,2660000000,3960000
1972,2025-10-31,14:00:00,20251030582335,2QFinancialStatements_NonConsolidated_JP,2Q,2026-03-31,26774000000,2660000000,19800000
1972,2026-01-30,15:00:00,20260128539800,3QFinancialStatements_NonConsolidated_JP,3Q,2026-03-31,26712000000,2660000000,19800000
1972,2026-04-24,15:00:00,20260423509582,FYFinancialStatements_NonConsolidated_JP,FY,2026-03-31,27628000000,2450000000,19800000
1972,2026-07-31,15:00:00,20260729501407,1QFinancialStatements_NonConsolidated_JP,1Q,2027-03-31,27142000000,2450000000,19800000
1979,2016-10-31,15:00,20161031426346,EarnForecastRevision,2Q,2017-03-31,,,
1979,2016-11-11,14:00,20161110437132,2QFinancialStatements_Consolidated_JP,2Q,2017-03-31,91989000000,6900000000,36782009
1979,2017-02-10,15:00,20170210496256,3QFinancialStatements_Consolidated_JP,3Q,2017-03-31,94298000000,6900000000,36782009
1979,2017-04-28,15:00,20170428454521,EarnForecastRevision,FY,2017-03-31,,6200000000,
1979,2017-05-15,14:00,20170515472792,FYFinancialStatements_Consolidated_JP,FY,2017-03-31,100184000000,7100000000,36782009
1979,2017-08-10,15:00,20170810454175,1QFinancialStatements_Consolidated_JP,1Q,2018-03-31,100755000000,7100000000,36782009
1979,2017-10-31,15:00,20171030403752,EarnForecastRevision,2Q,2018-03-31,,,
1979,2017-11-13,14:00,20171110415870,2QFinancialStatements_Consolidated_JP,2Q,2018-03-31,104685000000,7100000000,36782009
1979,2018-02-09,15:00,20180208467719,3QFinancialStatements_Consolidated_JP,3Q,2018-03-31,107724000000,7100000000,36782009
1979,2018-04-27,15:00:00,20180426422000,EarnForecastRevision,FY,2018-03-31,,,
1979,2018-05-15,14:00:00,20180514437711,FYFinancialStatements_Consolidated_JP,FY,2018-03-31,110650000000,7500000000,35082009
1979,2018-08-10,15:00:00,20180809495605,1QFinancialStatements_Consolidated_JP,1Q,2019-03-31,110279000000,7500000000,35082009
1979,2018-10-24,15:00:00,20181023421489,EarnForecastRevision,2Q,2019-03-31,,,
1979,2018-11-12,14:00:00,20181109434891,2QFinancialStatements_Consolidated_JP,2Q,2019-03-31,109213000000,6200000000,35082009
1979,2018-11-12,14:00:00,20181109434895,EarnForecastRevision,FY,2019-03-31,,6200000000,
1979,2019-02-12,15:00:00,20190208473660,3QFinancialStatements_Consolidated_JP,3Q,2019-03-31,109049000000,6200000000,35082009
1979,2019-04-26,15:00:00,20190426412272,EarnForecastRevision,FY,2019-03-31,,8800000000,
1979,2019-05-15,14:00:00,20190514426259,FYFinancialStatements_Consolidated_JP,FY,2019-03-31,113649000000,9700000000,35082009
1979,2019-08-09,15:00:00,20190807484341,1QFinancialStatements_Consolidated_JP,1Q,2020-03-31,111441000000,9700000000,35082009
1979,2019-11-11,14:00:00,20191111423568,2QFinancialStatements_Consolidated_JP,2Q,2020-03-31,112557000000,9700000000,35082009
1979,2020-02-10,15:00:00,20200207460307,3QFinancialStatements_Consolidated_JP,3Q,2020-03-31,116126000000,9700000000,35082009
1979,2020-05-22,15:00:00,20200521421352,FYFinancialStatements_Consolidated_JP,FY,2020-03-31,112843000000,,35082009
1979,2020-08-11,15:00:00,20200811479377,1QFinancialStatements_Consolidated_JP,1Q,2021-03-31,111736000000,8000000000,35082009
1979,2020-08-11,15:00:00,20200811479546,EarnForecastRevision,FY,2021-03-31,,8000000000,
1979,2020-11-10,14:00:00,20201109419035,2QFinancialStatements_Consolidated_JP,2Q,2021-03-31,115110000000,8000000000,35082009
1979,2021-02-10,15:00:00,20210209459198,3QFinancialStatements_Consolidated_JP,3Q,2021-03-31,118571000000,8000000000,35082009
1979,2021-05-17,14:00:00,20210517420758,FYFinancialStatements_Consolidated_JP,FY,2021-03-31,126311000000,8400000000,35082009
1979,2021-08-10,15:00:00,20210810482123,1QFinancialStatements_Consolidated_JP,1Q,2022-03-31,125489000000,8400000000,35082009
1979,2021-11-10,15:00:00,20211109429615,2QFinancialStatements_Consolidated_JP,2Q,2022-03-31,127446000000,6000000000,35082009
1979,2022-02-10,15:00:00,20220209584937,3QFinancialStatements_Consolidated_JP,3Q,2022-03-31,126593000000,6000000000,35082009
1979,2022-05-16,15:00:00,20220513547612,FYFinancialStatements_Consolidated_JP,FY,2022-03-31,130788000000,8600000000,35082009
1979,2022-08-10,15:00:00,20220809516252,1QFinancialStatements_Consolidated_JP,1Q,2023-03-31,130792000000,8600000000,35082009
1979,2022-11-10,15:00:00,20221110561696,2QFinancialStatements_Consolidated_JP,2Q,2023-03-31,133233000000,8600000000,35082009
1979,2023-02-10,15:00:00,20230210506626,3QFinancialStatements_Consolidated_JP,3Q,2023-03-31,130156000000,8600000000,35082009
1979,2023-05-15,15:00:00,20230515572461,FYFinancialStatements_Consolidated_JP,FY,2023-03-31,131992000000,9300000000,33582009
1979,2023-08-10,15:00:00,20230809538197,1QFinancialStatements_Consolidated_JP,1Q,2024-03-31,135782000000,9300000000,33582009
1979,2023-10-27,15:00:00,20231026572650,EarnForecastRevision,2Q,2024-03-31,,,
1979,2023-11-13,15:00:00,20231110586682,2QFinancialStatements_Consolidated_JP,2Q,2024-03-31,140968000000,10500000000,33582009
1979,2023-11-13,15:00:00,20231110586691,EarnForecastRevision,FY,2024-03-31,,10500000000,
1979,2024-02-13,15:00:00,20240209532827,EarnForecastRevision,FY,2024-03-31,,13300000000,
1979,2024-02-13,15:00:00,20240209532834,3QFinancialStatements_Consolidated_JP,3Q,2024-03-31,142599000000,13300000000,33582009
1979,2024-05-15,15:00:00,20240514596989,FYFinancialStatements_Consolidated_JP,FY,2024-03-31,151562000000,10200000000,33582009
1979,2024-08-09,15:00:00,20240808566646,1QFinancialStatements_Consolidated_JP,1Q,2025-03-31,151791000000,10200000000,33582009
1979,2024-10-29,15:00:00,20241028504351,EarnForecastRevision,2Q,2025-03-31,,,
1979,2024-11-11,12:00:00,20241108515635,2QFinancialStatements_Consolidated_JP,2Q,2025-03-31,152609000000,10200000000,33582009
1979,2025-02-10,12:00:00,20250207566601,EarnForecastRevision,FY,2025-03-31,,12300000000,
1979,2025-02-10,12:00:00,20250207566646,3QFinancialStatements_Consolidated_JP,3Q,2025-03-31,151828000000,12300000000,33582009
1979,2025-05-15,15:30:00,20250513547190,FYFinancialStatements_Consolidated_JP,FY,2025-03-31,156486000000,12000000000,67164018
1979,2025-08-08,12:00:00,20250807534940,1QFinancialStatements_Consolidated_JP,1Q,2026-03-31,152670000000,12000000000,67164018
1979,2025-11-10,12:00:00,20251110592965,2QFinancialStatements_Consolidated_JP,2Q,2026-03-31,157283000000,13500000000,67164018
1979,2025-11-10,12:00:00,20251110593031,EarnForecastRevision,FY,2026-03-31,,13500000000,
1979,2026-02-10,12:00:00,20260210552995,EarnForecastRevision,FY,2026-03-31,,14400000000,
1979,2026-02-10,12:00:00,20260210553008,3QFinancialStatements_Consolidated_JP,3Q,2026-03-31,161230000000,14400000000,67164018
1979,2026-05-15,15:00:00,20260514535039,FYFinancialStatements_Consolidated_JP,FY,2026-03-31,170232000000,18000000000,63464018
1979,2026-08-07,12:00:00,20260807513978,1QFinancialStatements_Consolidated_JP,1Q,2027-03-31,183713000000,18000000000,63464018
1980,2016-10-27,15:10,20161025420049,EarnForecastRevision,2Q,2017-03-31,,,
1980,2016-11-09,15:20,20161107432783,2QFinancialStatements_Consolidated_JP,2Q,2017-03-31,55143000000,4000000000,45963803
1980,2017-02-08,15:20,20170206491084,3QFinancialStatements_Consolidated_JP,3Q,2017-03-31,57052000000,4000000000,45963803
1980,2017-05-11,15:20,20170510464650,FYFinancialStatements_Consolidated_JP,FY,2017-03-31,58004000000,4800000000,45963803
1980,2017-08-08,15:10,20170807450925,1QFinancialStatements_Consolidated_JP,1Q,2018-03-31,58483000000,4800000000,45963803
1980,2017-11-08,15:20,20171107411074,2QFinancialStatements_Consolidated_JP,2Q,2018-03-31,60296000000,4800000000,22981901
1980,2018-02-08,15:20,20180206464938,3QFinancialStatements_Consolidated_JP,3Q,2018-03-31,62426000000,4800000000,22981901
1980,2018-04-25,15:20:00,20180425419305,DividendForecastRevision,FY,2018-03-31,,,
1980,2018-05-10,15:20:00,20180509430721,FYFinancialStatements_Consolidated_JP,FY,2018-03-31,64417000000,5000000000,22981901
1980,2018-08-09,15:20:00,20180807492851,1QFinancialStatements_Consolidated_JP,1Q,2019-03-31,64631000000,5000000000,22981901
1980,2018-10-17,13:30:00,20181015417716,EarnForecastRevision,2Q,2019-03-31,,,
1980,2018-11-08,14:00:00,20181105429642,2QFinancialStatements_Consolidated_JP,2Q,2019-03-31,66648000000,5000000000,22981901
1980,2019-02-07,15:20:00,20190204469483,3QFinancialStatements_Consolidated_JP,3Q,2019-03-31,64609000000,5000000000,22981901
1980,2019-03-14,15:20:00,20190313489755,DividendForecastRevision,FY,2019-03-31,,,
1980,2019-05-09,15:20:00,20190508417102,FYFinancialStatements_Consolidated_JP,FY,2019-03-31,66390000000,5700000000,22981901
1980,2019-08-08,15:20:00,20190806482918,1QFinancialStatements_Consolidated_JP,1Q,2020-03-31,64815000000,5700000000,22981901
1980,2019-11-07,15:20:00,20191105418803,2QFinancialStatements_Consolidated_JP,2Q,2020-03-31,67331000000,5700000000,22981901
1980,2020-02-06,15:20:00,20200205457919,3QFinancialStatements_Consolidated_JP,3Q,2020-03-31,69867000000,5700000000,22981901
1980,2020-05-14,14:00:00,20200511408825,FYFinancialStatements_Consolidated_JP,FY,2020-03-31,67409000000,,22981901
1980,2020-08-07,15:20:00,20200806475934,1QFinancialStatements_Consolidated_JP,1Q,2021-03-31,68316000000,5700000000,22981901
1980,2020-08-07,15:20:00,20200806476162,EarnForecastRevision,FY,2021-03-31,,5700000000,
1980,2020-11-06,14:00:00,20201105416670,2QFinancialStatements_Consolidated_JP,2Q,2021-03-31,70756000000,6000000000,22981901
1980,2020-11-06,14:00:00,20201105416784,EarnForecastRevision,FY,2021-03-31,,6000000000,
1980,2021-02-09,15:20:00,20210209458841,3QFinancialStatements_Consolidated_JP,3Q,2021-03-31,72128000000,6000000000,22981901
1980,2021-05-12,14:00:00,20210511412212,FYFinancialStatements_Consolidated_JP,FY,2021-03-31,74837000000,5200000000,22981901
1980,2021-08-06,14:00:00,20210805480238,1QFinancialStatements_Consolidated_JP,1Q,2022-03-31,73958000000,5200000000,22981901
1980,2021-11-09,14:00:00,20211108427522,2QFinancialStatements_Consolidated_JP,2Q,2022-03-31,75801000000,5200000000,22981901
1980,2022-02-09,14:00:00,20220208583008,3QFinancialStatements_Consolidated_JP,3Q,2022-03-31,75172000000,5000000000,22981901
1980,2022-04-26,15:00:00,20220422525838,EarnForecastRevision,FY,2022-03-31,,5700000000,
1980,2022-05-11,14:00:00,20220421525615,FYFinancialStatements_Consolidated_JP,FY,2022-03-31,77242000000,6000000000,22981901
1980,2022-08-05,15:00:00,20220804512422,1QFinancialStatements_Consolidated_JP,1Q,2023-03-31,77040000000,6000000000,22981901
1980,2022-11-08,14:00:00,20221107558445,2QFinancialStatements_Consolidated_JP,2Q,2023-03-31,79055000000,6000000000,22981901
1980,2022-11-08,14:00:00,20221107558513,EarnForecastRevision,FY,2023-03-31,,6000000000,
1980,2023-02-08,15:00:00,20230207502854,3QFinancialStatements_Consolidated_JP,3Q,2023-03-31,79310000000,6000000000,22981901
1980,2023-05-11,14:00:00,20230510564427,FYFinancialStatements_Consolidated_JP,FY,2023-03-31,82424000000,6500000000,22981901
1980,2023-08-04,15:00:00,20230803533949,1QFinancialStatements_Consolidated_JP,1Q,2024-03-31,83093000000,6500000000,22981901
1980,2023-11-09,14:00:00,20231108582931,2QFinancialStatements_Consolidated_JP,2Q,2024-03-31,85082000000,6500000000,45963802
1980,2024-02-08,15:30:00,20240207529085,3QFinancialStatements_Consolidated_JP,3Q,2024-03-31,86440000000,7100000000,45963802
1980,2024-02-08,15:30:00,20240208530380,EarnForecastRevision,FY,2024-03-31,,7100000000,
1980,2024-03-14,16:30:00,20240313552955,EarnForecastRevision,FY,2024-03-31,,8500000000,
1980,2024-04-26,14:00:00,20240423575008,EarnForecastRevision,FY,2024-03-31,,9000000000,
1980,2024-05-09,14:00:00,20240508585037,FYFinancialStatements_Consolidated_JP,FY,2024-03-31,93987000000,11000000000,45963802
1980,2024-08-06,13:00:00,20240805563059,1QFinancialStatements_Consolidated_JP,1Q,2025-03-31,93572000000,11000000000,45963802
1980,2024-11-08,14:00:00,20241106513476,EarnForecastRevision,FY,2025-03-31,,13000000000,
1980,2024-11-08,14:00:00,20241107515069,2QFinancialStatements_Consolidated_JP,2Q,2025-03-31,97063000000,13000000000,45963802
1980,2025-02-07,13:00:00,20250206564429,EarnForecastRevision,FY,2025-03-31,,16000000000,
1980,2025-02-07,13:00:00,20250206564475,3QFinancialStatements_Consolidated_JP,3Q,2025-03-31,102159000000,16000000000,45963802
1980,2025-04-25,14:00:00,20250424521857,EarnForecastRevision,FY,2025-03-31,,17200000000,
1980,2025-05-09,13:00:00,20250507531169,FYFinancialStatements_Consolidated_JP,FY,2025-03-31,109206000000,17600000000,45963802
1980,2025-08-08,13:00:00,20250806531325,1QFinancialStatements_Consolidated_JP,1Q,2026-03-31,110640000000,17600000000,45963802
1980,2025-11-07,13:00:00,20251106589017,2QFinancialStatements_Consolidated_JP,2Q,2026-03-31,118386000000,20500000000,45963802
1980,2026-02-06,13:00:00,20260203545884,EarnForecastRevision,FY,2026-03-31,,23100000000,
1980,2026-02-06,13:00:00,20260205549112,3QFinancialStatements_Consolidated_JP,3Q,2026-03-31,121814000000,23100000000,137891406
1980,2026-04-23,15:00:00,20260422508498,EarnForecastRevision,FY,2026-03-31,,26000000000,
1980,2026-05-13,13:00:00,20260512526354,FYFinancialStatements_Consolidated_JP,FY,2026-03-31,132879000000,27300000000,137891406
1980,2026-08-05,13:00:00,20260804508639,1QFinancialStatements_Consolidated_JP,1Q,2027-03-31,132787000000,27300000000,137891406
1997,2016-10-14,15:00,20161013411608,FYFinancialStatements_NonConsolidated_JP,FY,2016-08-31,3209000000,400000000,2200000
1997,2017-01-06,15:00,20170106468975,1QFinancialStatements_NonConsolidated_JP,1Q,2017-08-31,3237000000,400000000,2200000
1997,2017-04-05,15:00,20170404435019,2QFinancialStatements_NonConsolidated_JP,2Q,2017-08-31,3464000000,400000000,2200000
1997,2017-07-04,15:00,20170703423061,3QFinancialStatements_NonConsolidated_JP,3Q,2017-08-31,3663000000,520000000,2200000
1997,2017-10-13,15:00,20171012488997,FYFinancialStatements_NonConsolidated_JP,FY,2017-08-31,3816000000,420000000,2200000
1997,2018-01-05,15:00,20180104446109,1QFinancialStatements_NonConsolidated_JP,1Q,2018-08-31,3800000000,420000000,2200000
1997,2018-03-30,15:00,20180330401573,EarnForecastRevision,2Q,2018-08-31,,,
1997,2018-04-05,15:00:00,20180404404990,2QFinancialStatements_NonConsolidated_JP,2Q,2018-08-31,3893000000,420000000,2200000
1997,2018-07-04,15:00:00,20180703476072,EarnForecastRevision,FY,2018-08-31,,,
1997,2018-07-04,15:00:00,20180703476328,3QFinancialStatements_NonConsolidated_JP,3Q,2018-08-31,4008000000,340000000,2200000
1997,2018-09-28,15:00:00,20180928411979,EarnForecastRevision,FY,2018-08-31,,,
1997,2018-10-02,17:00:00,20181002413710,EarnForecastRevision,FY,2018-08-31,,,
1997,2018-10-12,15:00:00,20181012416974,FYFinancialStatements_NonConsolidated_JP,FY,2018-08-31,4087000000,420000000,2200000
1997,2019-01-07,15:00:00,20190107456989,1QFinancialStatements_NonConsolidated_JP,1Q,2019-08-31,4058000000,420000000,2200000
1997,2019-04-05,15:00:00,20190404400666,2QFinancialStatements_NonConsolidated_JP,2Q,2019-08-31,4256000000,420000000,2200000
1997,2019-07-05,15:00:00,20190704467433,3QFinancialStatements_NonConsolidated_JP,3Q,2019-08-31,4418000000,470000000,2200000
1997,2019-10-11,15:00:00,20191010406722,FYFinancialStatements_NonConsolidated_JP,FY,2019-08-31,4501000000,450000000,2200000
1997,2020-01-07,15:00:00,20200106443714,1QFinancialStatements_NonConsolidated_JP,1Q,2020-08-31,4619000000,450000000,2200000
1997,2020-03-26,15:00:00,20200325484568,EarnForecastRevision,2Q,2020-08-31,,,
1997,2020-04-03,15:00:00,20200402489303,2QFinancialStatements_NonConsolidated_JP,2Q,2020-08-31,4816000000,550000000,2200000
1997,2020-07-03,15:00:00,20200702457177,3QFinancialStatements_NonConsolidated_JP,3Q,2020-08-31,5009000000,550000000,2200000
1997,2020-10-13,15:00:00,20201012402630,FYFinancialStatements_NonConsolidated_JP,FY,2020-08-31,5120000000,400000000,2200000
1997,2021-01-05,15:00:00,20210104440617,1QFinancialStatements_NonConsolidated_JP,1Q,2021-08-31,5113000000,400000000,2200000
1997,2021-04-05,15:00:00,20210402489373,2QFinancialStatements_NonConsolidated_JP,2Q,2021-08-31,5320000000,400000000,2200000
1997,2021-07-05,15:00:00,20210702461775,EarnForecastRevision,FY,2021-08-31,,,
1997,2021-07-05,15:00:00,20210705462118,3QFinancialStatements_NonConsolidated_JP,3Q,2021-08-31,5642000000,650000000,2200000
1997,2021-10-13,15:00:00,20211012409713,FYFinancialStatements_NonConsolidated_JP,FY,2021-08-31,5696000000,400000000,2200000
1997,2022-01-06,15:00:00,20220106564349,1QFinancialStatements_NonConsolidated_JP,1Q,2022-08-31,5645000000,400000000,2200000
1997,2022-03-29,15:00:00,20220329512978,EarnForecastRevision,2Q,2022-08-31,,,
1997,2022-04-05,15:00:00,20220405517704,2QFinancialStatements_NonConsolidated_JP,2Q,2022-08-31,5745000000,400000000,2200000
1997,2022-07-05,15:00:00,20220704594896,3QFinancialStatements_NonConsolidated_JP,3Q,2022-08-31,5810000000,400000000,2200000
1997,2022-10-13,15:00:00,20221012543207,FYFinancialStatements_NonConsolidated_JP,FY,2022-08-31,6024000000,380000000,2200000
1997,2023-01-06,15:00:00,20230105585997,1QFinancialStatements_NonConsolidated_JP,1Q,2023-08-31,5922000000,380000000,2200000
1997,2023-03-31,15:00:00,20230331540198,EarnForecastRevision,2Q,2023-08-31,,,
1997,2023-04-05,15:00:00,20230404542781,2QFinancialStatements_NonConsolidated_JP,2Q,2023-08-31,6029000000,380000000,2200000
1997,2023-07-05,15:00:00,20230704517596,3QFinancialStatements_NonConsolidated_JP,3Q,2023-08-31,6171000000,380000000,2200000
1997,2023-09-29,15:00:00,20230929560222,EarnForecastRevision,FY,2023-08-31,,,
1997,2023-10-12,15:00:00,20231011564885,FYFinancialStatements_NonConsolidated_JP,FY,2023-08-31,6344000000,440000000,2200000
1997,2024-01-05,15:00:00,20240104511032,1QFinancialStatements_NonConsolidated_JP,1Q,2024-08-31,6334000000,440000000,2200000
1997,2024-04-05,15:00:00,20240404566006,2QFinancialStatements_NonConsolidated_JP,2Q,2024-08-31,6494000000,440000000,2200000
1997,2024-07-05,15:00:00,20240704543972,3QFinancialStatements_NonConsolidated_JP,3Q,2024-08-31,6731000000,440000000,2200000
1997,2024-10-11,15:00:00,20241010596117,FYFinancialStatements_NonConsolidated_JP,FY,2024-08-31,6810000000,530000000,2200000
1997,2025-01-07,15:00:00,20250106546809,1QFinancialStatements_NonConsolidated_JP,1Q,2025-08-31,6821000000,530000000,2200000
1997,2025-04-04,15:00:00,20250403508119,2QFinancialStatements_NonConsolidated_JP,2Q,2025-08-31,7026000000,530000000,2200000
1997,2025-06-27,17:30:00,20250627503308,EarnForecastRevision,FY,2025-08-31,,,
1997,2025-06-27,17:30:00,20250627503319,DividendForecastRevision,FY,2025-08-31,,,
1997,2025-07-04,15:00:00,20250703507543,3QFinancialStatements_NonConsolidated_JP,3Q,2025-08-31,7354000000,700000000,2200000
1997,2025-10-10,15:00:00,20251009571004,FYFinancialStatements_NonConsolidated_JP,FY,2025-08-31,7554000000,700000000,2200000
1997,2026-01-07,15:00:00,20260106529555,1QFinancialStatements_NonConsolidated_JP,1Q,2026-08-31,7584000000,700000000,2200000
1997,2026-03-27,15:00:00,20260326590532,EarnForecastRevision,2Q,2026-08-31,,,
1997,2026-04-03,15:00:00,20260402597656,2QFinancialStatements_NonConsolidated_JP,2Q,2026-08-31,8030000000,700000000,2200000
1997,2026-06-29,10:00:00,20260625579436,EarnForecastRevision,FY,2026-08-31,,950000000,
1997,2026-06-29,10:00:00,20260625579467,DividendForecastRevision,FY,2026-08-31,,,
1997,2026-07-03,15:00:00,20260702587027,3QFinancialStatements_NonConsolidated_JP,3Q,2026-08-31,8241000000,950000000,2200000
2108,2016-11-11,14:00,20161026421788,2QFinancialStatements_Consolidated_JP,2Q,2017-03-31,67821000000,1200000000,15325642
2108,2016-11-11,14:00,20161103430032,EarnForecastRevision,FY,2017-03-31,,1200000000,
2108,2017-02-10,14:00,20170127483503,3QFinancialStatements_Consolidated_JP,3Q,2017-03-31,68334000000,1400000000,15325642
2108,2017-02-10,14:00,20170131486646,EarnForecastRevision,FY,2017-03-31,,1400000000,
2108,2017-05-12,14:00,20170429455703,FYFinancialStatements_Consolidated_JP,FY,2017-03-31,68817000000,1200000000,15325642
2108,2017-08-10,14:00,20170802446142,EarnForecastRevision,2Q,2018-03-31,,,
2108,2017-08-10,14:00,20170810454034,1QFinancialStatements_Consolidated_JP,1Q,2018-03-31,69038000000,1200000000,15325642
2108,2017-11-10,14:00,20171025498449,2QFinancialStatements_Consolidated_JP,2Q,2018-03-31,69121000000,1300000000,15325642
2108,2017-11-10,14:00,20171030403749,EarnForecastRevision,FY,2018-03-31,,1300000000,
2108,2018-02-09,14:00,20180201461925,3QFinancialStatements_Consolidated_JP,3Q,2018-03-31,69961000000,1300000000,15325642
2108,2018-05-11,14:00:00,20180428424285,FYFinancialStatements_Consolidated_JP,FY,2018-03-31,68260000000,1200000000,15325642
2108,2018-08-10,14:00:00,20180726485948,1QFinancialStatements_Consolidated_JP,1Q,2019-03-31,69563000000,1100000000,15325642
2108,2018-08-10,14:00:00,20180802490846,EarnForecastRevision,2Q,2019-03-31,,1100000000,
2108,2018-11-09,14:00:00,20181030426023,2QFinancialStatements_Consolidated_JP,2Q,2019-03-31,67837000000,1100000000,15325642
2108,2019-02-08,14:00:00,20190201468223,3QFinancialStatements_Consolidated_JP,3Q,2019-03-31,67853000000,1100000000,15325642
2108,2019-02-21,16:00:00,20190221480342,DividendForecastRevision,FY,2019-03-31,,,
2108,2019-05-07,16:00:00,20190429413836,EarnForecastRevision,FY,2019-03-31,,1324000000,
2108,2019-05-10,14:00:00,20190430413891,FYFinancialStatements_Consolidated_JP,FY,2019-03-31,69438000000,1200000000,15325642
2108,2019-08-09,14:00:00,20190726476522,1QFinancialStatements_Consolidated_JP,1Q,2020-03-31,66965000000,1200000000,15325642
2108,2019-11-08,14:00:00,20191024411762,2QFinancialStatements_Consolidated_JP,2Q,2020-03-31,67531000000,1200000000,15325642
2108,2020-02-10,14:00:00,20200129452750,3QFinancialStatements_Consolidated_JP,3Q,2020-03-31,67311000000,1200000000,15325642
2108,2020-05-12,14:00:00,20200429402170,FYFinancialStatements_Consolidated_JP,FY,2020-03-31,66951000000,1100000000,15325642
2108,2020-08-12,14:00:00,20200731472152,1QFinancialStatements_Consolidated_JP,1Q,2021-03-31,67891000000,1100000000,15325642
2108,2020-11-10,14:00:00,20201023407935,2QFinancialStatements_Consolidated_JP,2Q,2021-03-31,67599000000,1100000000,15325642
2108,2021-02-09,14:00:00,20210126449227,3QFinancialStatements_Consolidated_JP,3Q,2021-03-31,66874000000,1400000000,15325642
2108,2021-05-11,14:00:00,20210428403185,FYFinancialStatements_Consolidated_JP,FY,2021-03-31,68462000000,1500000000,15325642
2108,2021-08-10,14:00:00,20210728472326,1QFinancialStatements_Consolidated_JP,1Q,2022-03-31,67756000000,1500000000,15325642
2108,2021-09-16,15:00:00,20210916499212,EarnForecastRevision,2Q,2022-03-31,,826000000,
2108,2021-11-09,14:00:00,20211027417460,2QFinancialStatements_Consolidated_JP,2Q,2022-03-31,68641000000,1100000000,15325642
2108,2021-11-09,14:00:00,20211104424446,EarnForecastRevision,FY,2022-03-31,,1100000000,
2108,2022-02-09,16:00:00,20220126572780,3QFinancialStatements_Consolidated_JP,3Q,2022-03-31,67917000000,2100000000,15325642
2108,2022-05-13,14:00:00,20220427530217,FYFinancialStatements_Consolidated_JP,FY,2022-03-31,67918000000,-500000000,15325642
2108,2022-08-10,14:00:00,20220726504991,1QFinancialStatements_Consolidated_JP,1Q,2023-03-31,67523000000,-500000000,15325642
2108,2022-11-08,14:00:00,20221108558967,2QFinancialStatements_Consolidated_JP,2Q,2023-03-31,67587000000,700000000,15325642
2108,2023-02-10,14:00:00,20230207502806,3QFinancialStatements_Consolidated_JP,3Q,2023-03-31,68209000000,1100000000,15325642
2108,2023-05-12,14:00:00,20230428556914,FYFinancialStatements_Consolidated_JP,FY,2023-03-31,68134000000,1500000000,15325642
2108,2023-08-10,14:00:00,20230725526872,1QFinancialStatements_Consolidated_JP,1Q,2024-03-31,68837000000,1500000000,15325642
2108,2023-11-10,14:00:00,20231024570703,2QFinancialStatements_Consolidated_JP,2Q,2024-03-31,71578000000,1200000000,15325642
