pass_number,stock_code,previous_rule,candidate_rule,candidate_metrics,accepted,reason
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 3.0, ""target_percent"": 2.5, ""threshold"": 0.5, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 2.5, ""threshold"": 0.3, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 2.5, ""threshold"": 0.4, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 2.5, ""threshold"": 0.5, ""validation_score"": 7540.28618337}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 208, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 511, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 2.0, ""target_percent"": 3.0, ""threshold"": 0.15, ""validation_score"": 11257.32036743}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 145, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 210, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 514, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 2.0, ""target_percent"": 3.0, ""threshold"": 0.2, ""validation_score"": 13644.055122009999}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 145, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 513, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 2.0, ""target_percent"": 3.0, ""threshold"": 0.3, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 2.0, ""target_percent"": 3.0, ""threshold"": 0.4, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 2.0, ""target_percent"": 3.0, ""threshold"": 0.5, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 3.0, ""target_percent"": 3.0, ""threshold"": 0.15, ""validation_score"": 4355.72080368}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 146, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 514, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 3.0, ""target_percent"": 3.0, ""threshold"": 0.2, ""validation_score"": 13644.055122009999}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 145, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 513, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 3.0, ""target_percent"": 3.0, ""threshold"": 0.3, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 3.0, ""target_percent"": 3.0, ""threshold"": 0.4, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 3.0, ""target_percent"": 3.0, ""threshold"": 0.5, ""validation_score"": 5921.65026752}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 144, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 159, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 209, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 512, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
1,4188,"{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 1.0, ""threshold"": 0.2, ""validation_score"": 158915.22343181}","{""code"": ""4188"", ""stop_loss_percent"": 5.0, ""target_percent"": 3.0, ""threshold"": 0.15, ""validation_score"": 13145.3080897}","{""by_fold"": [{""fold"": 1, ""max_drawdown_percent"": 6.82468141, ""profit"": 145493.48538488, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 145, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 59, ""wins"": 36}, {""fold"": 2, ""max_drawdown_percent"": 8.46101465, ""profit"": 86912.25931902, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 160, ""SKIPPED_NO_FUTURE_DATA"": 5}, ""trades"": 59, ""wins"": 36}, {""fold"": 3, ""max_drawdown_percent"": 15.14618188, ""profit"": 17409.31856184, ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 210, ""SKIPPED_NO_FUTURE_DATA"": 4}, ""trades"": 63, ""wins"": 30}], ""failed_check_count"": 1, ""failed_checks"": [""drawdown_ok""], ""max_stock_profit_share"": 38.01564325, ""min_fold_profit"": 17409.31856184, ""month_win_rate"": 73.68421053, ""positive_folds"": 3, ""profit_by_stock"": {""1570"": 36885.9581079, ""4188"": 9022.50301788, ""4689"": 23903.11630822, ""5020"": 44189.79086397, ""7211"": 17813.15893781, ""7267"": 28570.8788023, ""8306"": 98366.01843393, ""9432"": -8936.36120627}, ""selection_status"": ""REVIEW"", ""skip_counts"": {""SKIPPED_MAX_OPEN_POSITIONS"": 515, ""SKIPPED_NO_FUTURE_DATA"": 13}, ""total_profit"": 249815.06326574, ""trade_count"": 181, ""worst_max_drawdown_percent"": 15.14618188}",False,NOT_BEST_PORTFOLIO
