code,signal_date,planned_entry_date,prob,status,available_cash
4188,2026-01-26,2026-01-27,0.46692145,SKIPPED_MAX_OPEN_POSITIONS,23.13406324
8306,2026-01-26,2026-01-27,0.18795947,SKIPPED_MAX_OPEN_POSITIONS,23.13406324
8306,2026-01-28,2026-01-29,0.52707821,SKIPPED_MAX_OPEN_POSITIONS,104.04619309
8306,2026-01-29,2026-01-30,0.24466705,SKIPPED_MAX_OPEN_POSITIONS,1246.39366498
9432,2026-01-30,2026-02-02,0.38824114,SKIPPED_MAX_OPEN_POSITIONS,1246.39366498
4188,2026-02-03,2026-02-04,0.71128236,SKIPPED_MAX_OPEN_POSITIONS,890.13201946
8306,2026-02-03,2026-02-04,0.40478927,SKIPPED_MAX_OPEN_POSITIONS,890.13201946
7211,2026-02-03,2026-02-04,0.32646031,SKIPPED_MAX_OPEN_POSITIONS,890.13201946
1570,2026-02-03,2026-02-04,0.22997011,SKIPPED_MAX_OPEN_POSITIONS,890.13201946
7211,2026-02-04,2026-02-05,0.52525819,SKIPPED_MAX_OPEN_POSITIONS,296.83649734
8306,2026-02-04,2026-02-05,0.49198022,SKIPPED_MAX_OPEN_POSITIONS,296.83649734
4188,2026-02-06,2026-02-09,0.64796337,SKIPPED_MAX_OPEN_POSITIONS,115.28450928
9432,2026-02-09,2026-02-10,0.25428108,SKIPPED_MAX_OPEN_POSITIONS,658.92052789
1570,2026-02-10,2026-02-12,0.63912359,SKIPPED_MAX_OPEN_POSITIONS,658.92052789
8306,2026-02-10,2026-02-12,0.24522747,SKIPPED_MAX_OPEN_POSITIONS,658.92052789
4689,2026-02-13,2026-02-16,0.73925998,SKIPPED_MAX_OPEN_POSITIONS,7353.48725914
4188,2026-02-13,2026-02-16,0.44545677,SKIPPED_MAX_OPEN_POSITIONS,7353.48725914
5020,2026-02-13,2026-02-16,0.24045831,SKIPPED_MAX_OPEN_POSITIONS,7353.48725914
1570,2026-02-13,2026-02-16,0.21568132,SKIPPED_MAX_OPEN_POSITIONS,7353.48725914
7211,2026-02-16,2026-02-17,0.46361562,SKIPPED_MAX_OPEN_POSITIONS,269.30842859
1570,2026-02-16,2026-02-17,0.32541300,SKIPPED_MAX_OPEN_POSITIONS,269.30842859
5020,2026-02-16,2026-02-17,0.19473479,SKIPPED_MAX_OPEN_POSITIONS,269.30842859
7211,2026-02-17,2026-02-18,0.31977712,SKIPPED_MAX_OPEN_POSITIONS,719.81406308
5020,2026-02-17,2026-02-18,0.30831542,SKIPPED_MAX_OPEN_POSITIONS,719.81406308
7211,2026-02-18,2026-02-19,0.35543433,SKIPPED_MAX_OPEN_POSITIONS,719.81406308
4188,2026-02-20,2026-02-24,0.45924869,SKIPPED_MAX_OPEN_POSITIONS,27.77474020
9432,2026-02-20,2026-02-24,0.30272297,SKIPPED_MAX_OPEN_POSITIONS,27.77474020
9432,2026-02-24,2026-02-25,0.25404123,SKIPPED_MAX_OPEN_POSITIONS,54.21405340
8306,2026-02-24,2026-02-25,0.24624470,SKIPPED_MAX_OPEN_POSITIONS,54.21405340
4188,2026-02-25,2026-02-26,0.53946331,SKIPPED_MAX_OPEN_POSITIONS,54.21405340
8306,2026-02-25,2026-02-26,0.46924502,SKIPPED_MAX_OPEN_POSITIONS,54.21405340
5020,2026-02-25,2026-02-26,0.34550990,SKIPPED_MAX_OPEN_POSITIONS,54.21405340
9432,2026-02-25,2026-02-26,0.24536237,SKIPPED_MAX_OPEN_POSITIONS,54.21405340
7267,2026-02-27,2026-03-02,0.48070427,SKIPPED_MAX_OPEN_POSITIONS,499.44398191
8306,2026-02-27,2026-03-02,0.38029025,SKIPPED_MAX_OPEN_POSITIONS,499.44398191
8306,2026-03-03,2026-03-04,0.52154340,SKIPPED_MAX_OPEN_POSITIONS,1548.22624338
7211,2026-03-03,2026-03-04,0.33003400,SKIPPED_MAX_OPEN_POSITIONS,1548.22624338
5020,2026-03-03,2026-03-04,0.22677917,SKIPPED_MAX_OPEN_POSITIONS,1548.22624338
4188,2026-03-04,2026-03-05,0.41513616,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
9432,2026-03-04,2026-03-05,0.37009457,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
8306,2026-03-05,2026-03-06,0.91553590,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
7267,2026-03-05,2026-03-06,0.33310718,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
7211,2026-03-05,2026-03-06,0.32764364,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
1570,2026-03-05,2026-03-06,0.26315998,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
9432,2026-03-05,2026-03-06,0.23103989,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
5020,2026-03-05,2026-03-06,0.22027887,SKIPPED_MAX_OPEN_POSITIONS,1233.86537189
7267,2026-03-06,2026-03-09,0.53399018,SKIPPED_MAX_OPEN_POSITIONS,560.63128924
7211,2026-03-06,2026-03-09,0.44676628,SKIPPED_MAX_OPEN_POSITIONS,560.63128924
1570,2026-03-06,2026-03-09,0.29353196,SKIPPED_MAX_OPEN_POSITIONS,560.63128924
8306,2026-03-06,2026-03-09,0.19210472,SKIPPED_MAX_OPEN_POSITIONS,560.63128924
1570,2026-03-09,2026-03-10,0.48776882,SKIPPED_MAX_OPEN_POSITIONS,173.39859901
7211,2026-03-09,2026-03-10,0.30396089,SKIPPED_MAX_OPEN_POSITIONS,173.39859901
9432,2026-03-09,2026-03-10,0.23967793,SKIPPED_MAX_OPEN_POSITIONS,173.39859901
1570,2026-03-10,2026-03-11,0.73965201,SKIPPED_MAX_OPEN_POSITIONS,173.39859901
8306,2026-03-10,2026-03-11,0.34978673,SKIPPED_MAX_OPEN_POSITIONS,173.39859901
1570,2026-03-11,2026-03-12,0.42827830,SKIPPED_MAX_OPEN_POSITIONS,583.83602807
7267,2026-03-11,2026-03-12,0.33690845,SKIPPED_MAX_OPEN_POSITIONS,583.83602807
9432,2026-03-11,2026-03-12,0.16719655,SKIPPED_MAX_OPEN_POSITIONS,583.83602807
8306,2026-03-12,2026-03-13,0.70862652,SKIPPED_MAX_OPEN_POSITIONS,583.83602807
7211,2026-03-12,2026-03-13,0.49825973,SKIPPED_MAX_OPEN_POSITIONS,583.83602807
1570,2026-03-12,2026-03-13,0.49052580,SKIPPED_MAX_OPEN_POSITIONS,583.83602807
4188,2026-03-12,2026-03-13,0.42082332,SKIPPED_MAX_OPEN_POSITIONS,583.83602807
8306,2026-03-13,2026-03-16,0.57507648,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
4689,2026-03-13,2026-03-16,0.56970649,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
1570,2026-03-13,2026-03-16,0.29343443,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
9432,2026-03-13,2026-03-16,0.15772675,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
1570,2026-03-16,2026-03-17,0.87980130,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
7211,2026-03-16,2026-03-17,0.54171144,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
8306,2026-03-16,2026-03-17,0.45894409,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
7267,2026-03-16,2026-03-17,0.45149749,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
4188,2026-03-16,2026-03-17,0.43432841,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
5020,2026-03-16,2026-03-17,0.38055183,SKIPPED_MAX_OPEN_POSITIONS,283.97260965
8306,2026-03-17,2026-03-18,0.64836158,SKIPPED_MAX_OPEN_POSITIONS,36888.43148945
4188,2026-03-17,2026-03-18,0.44405414,SKIPPED_MAX_OPEN_POSITIONS,36888.43148945
4188,2026-03-18,2026-03-19,0.79442369,SKIPPED_MAX_OPEN_POSITIONS,36888.43148945
8306,2026-03-18,2026-03-19,0.39989062,SKIPPED_MAX_OPEN_POSITIONS,36888.43148945
8306,2026-03-19,2026-03-23,0.53378423,SKIPPED_MAX_OPEN_POSITIONS,639.20266175
9432,2026-03-19,2026-03-23,0.29287334,SKIPPED_MAX_OPEN_POSITIONS,639.20266175
8306,2026-03-23,2026-03-24,0.40561856,SKIPPED_MAX_OPEN_POSITIONS,355.93115993
1570,2026-03-24,2026-03-25,0.74725631,SKIPPED_MAX_OPEN_POSITIONS,355.93115993
7211,2026-03-24,2026-03-25,0.57364950,SKIPPED_MAX_OPEN_POSITIONS,355.93115993
7267,2026-03-24,2026-03-25,0.46514152,SKIPPED_MAX_OPEN_POSITIONS,355.93115993
9432,2026-03-24,2026-03-25,0.26743768,SKIPPED_MAX_OPEN_POSITIONS,355.93115993
5020,2026-03-24,2026-03-25,0.15038832,SKIPPED_MAX_OPEN_POSITIONS,355.93115993
8306,2026-03-26,2026-03-27,0.17547413,SKIPPED_MAX_OPEN_POSITIONS,776.43758354
4689,2026-03-30,2026-03-31,0.50922086,SKIPPED_MAX_OPEN_POSITIONS,136.77171534
8306,2026-03-30,2026-03-31,0.48660361,SKIPPED_MAX_OPEN_POSITIONS,136.77171534
7211,2026-03-30,2026-03-31,0.46237945,SKIPPED_MAX_OPEN_POSITIONS,136.77171534
8306,2026-03-31,2026-04-01,0.41959740,SKIPPED_MAX_OPEN_POSITIONS,1221.23049134
7211,2026-03-31,2026-04-01,0.40422045,SKIPPED_MAX_OPEN_POSITIONS,1221.23049134
4188,2026-04-01,2026-04-02,0.49639277,SKIPPED_MAX_OPEN_POSITIONS,1221.23049134
9432,2026-04-01,2026-04-02,0.36241336,SKIPPED_MAX_OPEN_POSITIONS,1221.23049134
7211,2026-04-01,2026-04-02,0.33092929,SKIPPED_MAX_OPEN_POSITIONS,1221.23049134
8306,2026-04-01,2026-04-02,0.20939107,SKIPPED_MAX_OPEN_POSITIONS,1221.23049134
8306,2026-04-02,2026-04-03,0.39266309,SKIPPED_MAX_OPEN_POSITIONS,1109.82429134
9432,2026-04-03,2026-04-06,0.33608799,SKIPPED_MAX_OPEN_POSITIONS,1109.82429134
8306,2026-04-03,2026-04-06,0.31040256,SKIPPED_MAX_OPEN_POSITIONS,1109.82429134
8306,2026-04-07,2026-04-08,0.70919253,SKIPPED_MAX_OPEN_POSITIONS,2723.46829134
7211,2026-04-07,2026-04-08,0.40552034,SKIPPED_MAX_OPEN_POSITIONS,2723.46829134
1570,2026-04-07,2026-04-08,0.37879520,SKIPPED_MAX_OPEN_POSITIONS,2723.46829134
9432,2026-04-07,2026-04-08,0.33406457,SKIPPED_MAX_OPEN_POSITIONS,2723.46829134
8306,2026-04-08,2026-04-09,0.33527635,SKIPPED_MAX_OPEN_POSITIONS,25766.35879134
1570,2026-04-09,2026-04-10,0.34339040,SKIPPED_MAX_OPEN_POSITIONS,25766.35879134
9432,2026-04-09,2026-04-10,0.28224191,SKIPPED_MAX_OPEN_POSITIONS,25766.35879134
8306,2026-04-09,2026-04-10,0.26072889,SKIPPED_MAX_OPEN_POSITIONS,25766.35879134
9432,2026-04-10,2026-04-13,0.19613804,SKIPPED_MAX_OPEN_POSITIONS,1974.91254134
4188,2026-04-13,2026-04-14,0.89598365,SKIPPED_MAX_OPEN_POSITIONS,1974.91254134
7211,2026-04-13,2026-04-14,0.70484137,SKIPPED_MAX_OPEN_POSITIONS,1974.91254134
8306,2026-04-13,2026-04-14,0.41773710,SKIPPED_MAX_OPEN_POSITIONS,1974.91254134
9432,2026-04-13,2026-04-14,0.23465153,SKIPPED_MAX_OPEN_POSITIONS,1974.91254134
1570,2026-04-13,2026-04-14,0.21007764,SKIPPED_MAX_OPEN_POSITIONS,1974.91254134
9432,2026-04-14,2026-04-15,0.30303891,SKIPPED_MAX_OPEN_POSITIONS,823.45054134
5020,2026-04-14,2026-04-15,0.15234944,SKIPPED_MAX_OPEN_POSITIONS,823.45054134
8306,2026-04-15,2026-04-16,0.36734533,SKIPPED_MAX_OPEN_POSITIONS,823.45054134
5020,2026-04-15,2026-04-16,0.19689280,SKIPPED_MAX_OPEN_POSITIONS,823.45054134
9432,2026-04-16,2026-04-17,0.46370780,SKIPPED_MAX_OPEN_POSITIONS,17065.94279134
1570,2026-04-17,2026-04-20,0.52601353,SKIPPED_MAX_OPEN_POSITIONS,17065.94279134
8306,2026-04-17,2026-04-20,0.19262966,SKIPPED_MAX_OPEN_POSITIONS,17065.94279134
1570,2026-04-20,2026-04-21,0.30259420,SKIPPED_MAX_OPEN_POSITIONS,330.38165385
8306,2026-04-20,2026-04-21,0.17459645,SKIPPED_MAX_OPEN_POSITIONS,330.38165385
5020,2026-04-20,2026-04-21,0.16967046,SKIPPED_MAX_OPEN_POSITIONS,330.38165385
8306,2026-04-21,2026-04-22,0.55829483,SKIPPED_MAX_OPEN_POSITIONS,330.38165385
5020,2026-04-21,2026-04-22,0.26764955,SKIPPED_MAX_OPEN_POSITIONS,330.38165385
9432,2026-04-22,2026-04-23,0.31715720,SKIPPED_MAX_OPEN_POSITIONS,1612.87883854
9432,2026-04-23,2026-04-24,0.63727382,SKIPPED_MAX_OPEN_POSITIONS,1612.87883854
4188,2026-04-23,2026-04-24,0.46001533,SKIPPED_MAX_OPEN_POSITIONS,1612.87883854
8306,2026-04-23,2026-04-24,0.36095235,SKIPPED_MAX_OPEN_POSITIONS,1612.87883854
7211,2026-04-24,2026-04-27,0.32174191,SKIPPED_MAX_OPEN_POSITIONS,2188.11908854
9432,2026-04-24,2026-04-27,0.22372042,SKIPPED_MAX_OPEN_POSITIONS,2188.11908854
8306,2026-04-27,2026-04-28,0.25623787,SKIPPED_MAX_OPEN_POSITIONS,2188.11908854
4188,2026-04-28,2026-04-30,0.46446241,SKIPPED_MAX_OPEN_POSITIONS,101.60575799
8306,2026-04-28,2026-04-30,0.16239358,SKIPPED_MAX_OPEN_POSITIONS,101.60575799
4188,2026-04-30,2026-05-01,0.42007068,SKIPPED_MAX_OPEN_POSITIONS,101.60575799
8306,2026-04-30,2026-05-01,0.15469539,SKIPPED_MAX_OPEN_POSITIONS,101.60575799
9432,2026-05-01,2026-05-07,0.51064804,SKIPPED_MAX_OPEN_POSITIONS,523.85775799
7211,2026-05-01,2026-05-07,0.45241374,SKIPPED_MAX_OPEN_POSITIONS,523.85775799
8306,2026-05-01,2026-05-07,0.32581260,SKIPPED_MAX_OPEN_POSITIONS,523.85775799
8306,2026-05-07,2026-05-08,0.31732749,SKIPPED_MAX_OPEN_POSITIONS,523.85775799
9432,2026-05-07,2026-05-08,0.17134295,SKIPPED_MAX_OPEN_POSITIONS,523.85775799
8306,2026-05-08,2026-05-11,0.51054441,SKIPPED_MAX_OPEN_POSITIONS,313.32527210
9432,2026-05-08,2026-05-11,0.40627053,SKIPPED_MAX_OPEN_POSITIONS,313.32527210
1570,2026-05-08,2026-05-11,0.28851165,SKIPPED_MAX_OPEN_POSITIONS,313.32527210
8306,2026-05-11,2026-05-12,0.33572999,SKIPPED_MAX_OPEN_POSITIONS,313.32527210
9432,2026-05-12,2026-05-13,0.36936287,SKIPPED_MAX_OPEN_POSITIONS,76.19604280
1570,2026-05-12,2026-05-13,0.22417111,SKIPPED_MAX_OPEN_POSITIONS,76.19604280
1570,2026-05-13,2026-05-14,0.24784735,SKIPPED_MAX_OPEN_POSITIONS,76.19604280
8306,2026-05-13,2026-05-14,0.24073823,SKIPPED_MAX_OPEN_POSITIONS,76.19604280
9432,2026-05-13,2026-05-14,0.17611297,SKIPPED_MAX_OPEN_POSITIONS,76.19604280
5020,2026-05-13,2026-05-14,0.16626933,SKIPPED_MAX_OPEN_POSITIONS,76.19604280
7211,2026-05-15,2026-05-18,0.74061353,SKIPPED_MAX_OPEN_POSITIONS,661.97669280
7267,2026-05-15,2026-05-18,0.48474223,SKIPPED_MAX_OPEN_POSITIONS,661.97669280
8306,2026-05-15,2026-05-18,0.23415047,SKIPPED_MAX_OPEN_POSITIONS,661.97669280
5020,2026-05-15,2026-05-18,0.20730806,SKIPPED_MAX_OPEN_POSITIONS,661.97669280
1570,2026-05-18,2026-05-19,0.52728095,SKIPPED_MAX_OPEN_POSITIONS,109.94463939
7211,2026-05-19,2026-05-20,0.37419579,SKIPPED_NO_FUTURE_DATA,189234.20173819
